lz: 86.264563792823096833 Vol: 1218266.2507846544031 PE: -398484.476313916  Pxx: 0.188290883185103 Pyy: 0.000565382182677704 Pzz: -2.53586084228632 
lz: 86.160880422879799312 Vol: 1217647.1789862248115 PE: -398479.01612379  Pxx: 0.204504193919391 Pyy: 7.71915423191092e-06 Pzz: -2.5152185754537 
lz: 86.05719705293648758 Vol: 1216765.1111687545199 PE: -398468.675537298  Pxx: 0.211480451901388 Pyy: -0.000193429599729376 Pzz: -2.58193859759737 
lz: 85.953513682993190059 Vol: 1215803.311993623618 PE: -398454.010091478  Pxx: 0.2289674083139 Pyy: -0.0010330955572488 Pzz: -2.62233015373648 
lz: 85.849830313049892538 Vol: 1215462.0387926860712 PE: -398457.772841836  Pxx: 0.231850716431777 Pyy: 0.00037186268789604 Pzz: -2.49922222691505 
lz: 85.746146943106595018 Vol: 1215305.1156317314599 PE: -398452.653107512  Pxx: 0.251405889081113 Pyy: -0.00017272496953259 Pzz: -2.44653212197147 
lz: 85.642463573163297497 Vol: 1214652.6354232325684 PE: -398460.39589844  Pxx: 0.256970958691372 Pyy: -0.000677487674641007 Pzz: -2.36670964141009 
lz: 85.538780203219999976 Vol: 1214364.0674066643696 PE: -398471.61234922  Pxx: 0.289624805100375 Pyy: 0.000720767543971796 Pzz: -2.22282144560985 
lz: 85.435096833276702455 Vol: 1213880.4373456938192 PE: -398474.701455408  Pxx: 0.303823517274001 Pyy: 0.000310721736231751 Pzz: -2.16680624796815 
lz: 85.331413463333404934 Vol: 1213141.2832855891902 PE: -398479.999169219  Pxx: 0.323982162828124 Pyy: 0.000424533038498776 Pzz: -2.02760918694548 
lz: 85.227730093390107413 Vol: 1212620.01203948888 PE: -398494.218696137  Pxx: 0.346605300163963 Pyy: 0.000310522065470019 Pzz: -1.92812420431833 
lz: 85.124046723446795681 Vol: 1212258.6537502338178 PE: -398495.764761531  Pxx: 0.356748860503728 Pyy: -0.000254419322112565 Pzz: -1.90162501368328 
lz: 85.020363353503498161 Vol: 1211851.4893982976209 PE: -398532.095935884  Pxx: 0.372605136847856 Pyy: -0.000657499109187731 Pzz: -1.62857315523362 
lz: 84.91667998356020064 Vol: 1211359.6285273248795 PE: -398567.428295072  Pxx: 0.390896589454844 Pyy: 0.000244538168583455 Pzz: -1.4922691703563 
lz: 84.812996613616888908 Vol: 1210893.8108898077626 PE: -398604.744120317  Pxx: 0.406040899343121 Pyy: -0.00100681534041718 Pzz: -1.32542685371458 
lz: 84.709313243673705074 Vol: 1210303.5242215364706 PE: -398647.086822053  Pxx: 0.402540282904121 Pyy: 2.40278592002898e-05 Pzz: -1.22898378711622 
lz: 84.605629873730407553 Vol: 1209394.118972584838 PE: -398643.564311693  Pxx: 0.403793368705028 Pyy: -0.000302336278485943 Pzz: -1.37305397683611 
lz: 84.501946503787095821 Vol: 1209060.6022453471087 PE: -398651.34691445  Pxx: 0.414209100087409 Pyy: -0.000303975610022461 Pzz: -1.43178822670187 
lz: 84.3982631338437983 Vol: 1208295.0804103671107 PE: -398670.723219169  Pxx: 0.412481257107969 Pyy: 0.00110666249850221 Pzz: -1.48492646165559 
lz: 84.29457976390050078 Vol: 1207389.5018182466738 PE: -398672.436388862  Pxx: 0.420665158065473 Pyy: -0.000634367287013164 Pzz: -1.57982083104631 
lz: 84.190896393957189048 Vol: 1206734.4249324016273 PE: -398673.354474703  Pxx: 0.410928332835145 Pyy: 0.00017469290260004 Pzz: -1.65877887411206 
lz: 84.087213024013891527 Vol: 1206357.951226019999 PE: -398701.301635966  Pxx: 0.401143554599291 Pyy: -0.000603171362711017 Pzz: -1.46578677957578 
lz: 83.983529654070594006 Vol: 1205877.447984775994 PE: -398707.643249428  Pxx: 0.391704375405604 Pyy: -0.000370257537636858 Pzz: -1.49829795497228 
lz: 83.879846284127296485 Vol: 1205293.213469032431 PE: -398706.163362102  Pxx: 0.396185291246567 Pyy: -0.00024231517845995 Pzz: -1.5542453490953 
lz: 83.776162914183998964 Vol: 1204478.8893109892961 PE: -398718.011347747  Pxx: 0.384615154174348 Pyy: -0.000512202916546611 Pzz: -1.57737121431755 
lz: 83.672479544240701443 Vol: 1203976.168780966429 PE: -398719.033906912  Pxx: 0.370117754454429 Pyy: -0.000301160885029605 Pzz: -1.60308054509955 
lz: 83.568796174297403923 Vol: 1203407.0600083945319 PE: -398728.304942539  Pxx: 0.367253882955944 Pyy: -0.000225410604604808 Pzz: -1.61383415177672 
lz: 83.465112804354106402 Vol: 1202989.1703427128959 PE: -398738.37155659  Pxx: 0.356909938368454 Pyy: -0.000240419390457677 Pzz: -1.58511099764123 
lz: 83.36142943441079467 Vol: 1202163.8212119769305 PE: -398732.266728853  Pxx: 0.358281600002238 Pyy: 0.000155482519289572 Pzz: -1.65769013483629 
lz: 83.257746064467497149 Vol: 1201540.7986924701836 PE: -398736.888232819  Pxx: 0.354307779641715 Pyy: -0.000567379810325228 Pzz: -1.63405286480369 
lz: 83.154062694524199628 Vol: 1201109.0503639755771 PE: -398739.557411522  Pxx: 0.355220229634494 Pyy: 0.00111561278267564 Pzz: -1.67705572818627 
lz: 83.050379324580887896 Vol: 1200444.5419807657599 PE: -398742.858720754  Pxx: 0.348170446627876 Pyy: -0.000128784167302363 Pzz: -1.67897416535373 
