lz: 91.448732289987901822 Vol: 1246917.7338401861489 PE: -398687.911539948  Pxx: 0.145565030682211 Pyy: -8.20376648060875e-06 Pzz: -3.10518868225754 
lz: 91.345048920044604301 Vol: 1246122.03065047157 PE: -398671.509576095  Pxx: 0.207182253640463 Pyy: -4.33815597468885e-05 Pzz: -3.20457949708992 
lz: 91.241365550101392046 Vol: 1244972.1586206406355 PE: -398650.993572565  Pxx: 0.267029882374617 Pyy: -0.000484326449364122 Pzz: -3.24138693949118 
lz: 91.137682180158094525 Vol: 1244226.9304344987031 PE: -398639.627698479  Pxx: 0.312748053112098 Pyy: -0.000293406430550651 Pzz: -3.21470742187572 
lz: 91.033998810214797004 Vol: 1243594.0865587401204 PE: -398643.782575349  Pxx: 0.344760248827245 Pyy: 0.00038314744022903 Pzz: -3.15640171733209 
lz: 90.930315440271499483 Vol: 1243138.9799667564221 PE: -398633.885446087  Pxx: 0.370855212478746 Pyy: 3.36004968179341e-05 Pzz: -3.12174186598768 
lz: 90.826632070328201962 Vol: 1242731.3358290891629 PE: -398654.50089306  Pxx: 0.381490457218429 Pyy: -2.65732410084933e-05 Pzz: -2.98720985254444 
lz: 90.722948700384904441 Vol: 1242122.5201998546254 PE: -398657.737282612  Pxx: 0.385640887710847 Pyy: 4.1580519553379e-05 Pzz: -2.96131344580424 
lz: 90.61926533044160692 Vol: 1241080.3822443669196 PE: -398658.834656694  Pxx: 0.379531910182643 Pyy: 0.000319799999954208 Pzz: -2.99516167985601 
lz: 90.515581960498295189 Vol: 1240557.3321604335215 PE: -398657.000664247  Pxx: 0.358400315412036 Pyy: 0.000245805377292609 Pzz: -3.05213494889061 
lz: 90.411898590554997668 Vol: 1239614.253083587857 PE: -398637.566541599  Pxx: 0.346976693361961 Pyy: -0.000121471660060081 Pzz: -3.19589205335484 
lz: 90.308215220611700147 Vol: 1238861.5926313225646 PE: -398616.231998938  Pxx: 0.314578612720839 Pyy: -0.000425733601527303 Pzz: -3.32512394287435 
lz: 90.204531850668388415 Vol: 1238119.0307903727517 PE: -398594.707639004  Pxx: 0.276742012153445 Pyy: -0.000330383086398251 Pzz: -3.4660723216706 
lz: 90.100848480725090894 Vol: 1237226.1511011128314 PE: -398575.287998522  Pxx: 0.23980631551743 Pyy: 0.00074941002284587 Pzz: -3.61203654131972 
lz: 89.997165110781793373 Vol: 1236452.2771614789963 PE: -398553.573062723  Pxx: 0.197267408661111 Pyy: -0.000368342130696507 Pzz: -3.747833172502 
lz: 89.893481740838495853 Vol: 1235752.6493954281323 PE: -398526.386261762  Pxx: 0.161826175713076 Pyy: -0.000135093690867192 Pzz: -3.9089114769542 
lz: 89.789798370895198332 Vol: 1235331.9634871203452 PE: -398495.066806903  Pxx: 0.131941280226556 Pyy: 0.000122100686360827 Pzz: -4.06420081850991 
lz: 89.686115000951900811 Vol: 1234496.0207693281118 PE: -398471.85769664  Pxx: 0.113266531156699 Pyy: 0.00105868120952559 Pzz: -4.19732452387786 
lz: 89.58243163100860329 Vol: 1233931.7688110794406 PE: -398449.741006959  Pxx: 0.095743006119795 Pyy: -0.000273570973075389 Pzz: -4.27384296848839 
lz: 89.478748261065305769 Vol: 1233471.6973274722695 PE: -398415.685566998  Pxx: 0.0916617915220374 Pyy: 0.000498803928130509 Pzz: -4.37194186673476 
lz: 89.375064891122008248 Vol: 1232571.0255796345882 PE: -398390.157741388  Pxx: 0.0895254824512055 Pyy: -0.000325330105775869 Pzz: -4.50241786957925 
lz: 89.271381521178696516 Vol: 1232188.5610509437975 PE: -398354.906791644  Pxx: 0.0960401231756488 Pyy: -0.000353651528684317 Pzz: -4.57254756270858 
lz: 89.167698151235398996 Vol: 1231705.576224214863 PE: -398330.968376738  Pxx: 0.104094648493575 Pyy: 0.000294836218054272 Pzz: -4.60328038862377 
lz: 89.064014781292101475 Vol: 1231512.447449180996 PE: -398359.503060558  Pxx: 0.133948081075277 Pyy: -0.00081413172494194 Pzz: -4.30868330590537 
lz: 88.960331411348789743 Vol: 1231516.2547104272526 PE: -398402.802892379  Pxx: 0.163586943009379 Pyy: -0.000600681379396757 Pzz: -3.91833752859056 
lz: 88.856648041405492222 Vol: 1231011.1135157719254 PE: -398427.63508449  Pxx: 0.198550571665706 Pyy: 0.00128934063562332 Pzz: -3.7964061005352 
lz: 88.752964671462194701 Vol: 1230662.230718543753 PE: -398451.68896068  Pxx: 0.237675738240325 Pyy: -0.00032251987833506 Pzz: -3.56705296982273 
lz: 88.64928130151889718 Vol: 1230563.7987137499731 PE: -398466.435970686  Pxx: 0.270894247528373 Pyy: -0.000389354895280786 Pzz: -3.29159355014696 
lz: 88.545597931575599659 Vol: 1229832.1215280357283 PE: -398458.596893276  Pxx: 0.305656665104437 Pyy: -0.00036579272624057 Pzz: -3.30051328899925 
lz: 88.441914561632302139 Vol: 1229328.694575739326 PE: -398479.497320305  Pxx: 0.332415695923496 Pyy: 0.000174843802366414 Pzz: -3.13313483929839 
lz: 88.338231191689004618 Vol: 1229184.0931063522585 PE: -398501.284032002  Pxx: 0.360207656980945 Pyy: 2.3215780316288e-05 Pzz: -2.90633337679519 
lz: 88.234547821745707097 Vol: 1228379.4669231523294 PE: -398498.932038287  Pxx: 0.385055226763573 Pyy: -0.00100605033230644 Pzz: -2.84791911212212 
lz: 88.130864451802494841 Vol: 1227625.786855438957 PE: -398499.452371942  Pxx: 0.393460178712982 Pyy: 6.63738069028997e-06 Pzz: -2.84354335517999 
lz: 88.02718108185919732 Vol: 1227033.1759879982565 PE: -398507.79893766  Pxx: 0.399624183572899 Pyy: -0.00111571321378907 Pzz: -2.67195672735991 
lz: 87.923497711915899799 Vol: 1226427.6212515220977 PE: -398501.27972182  Pxx: 0.399444948216283 Pyy: -0.000345242083577823 Pzz: -2.69032934379266 
lz: 87.819814341972602278 Vol: 1226041.5262295694556 PE: -398500.977236474  Pxx: 0.394288909179112 Pyy: -0.000346029231198287 Pzz: -2.63794262159105 
lz: 87.716130972029304758 Vol: 1225440.5755722851027 PE: -398496.700183099  Pxx: 0.379944451296057 Pyy: 0.000590054255504055 Pzz: -2.67596288684057 
lz: 87.612447602086007237 Vol: 1224723.5485202346463 PE: -398494.677389787  Pxx: 0.36128130095464 Pyy: -0.000400245490416386 Pzz: -2.6914438762074 
lz: 87.508764232142695505 Vol: 1223901.8606196476612 PE: -398486.776207748  Pxx: 0.34752334061241 Pyy: -0.000643486723361924 Pzz: -2.76821040222264 
lz: 87.405080862199397984 Vol: 1223337.7213708825875 PE: -398475.036237724  Pxx: 0.326713846977545 Pyy: 0.000557897449636127 Pzz: -2.7933872897346 
lz: 87.301397492256100463 Vol: 1222472.4886232581921 PE: -398457.641854277  Pxx: 0.295261944872743 Pyy: -0.000711453457291119 Pzz: -2.92468348596428 
lz: 87.197714122312788732 Vol: 1222097.8759236643091 PE: -398452.032732831  Pxx: 0.275206986432024 Pyy: -0.000124129997177344 Pzz: -2.93745567507987 
lz: 87.094030752369491211 Vol: 1221329.8001546007581 PE: -398435.787387308  Pxx: 0.257204903593698 Pyy: -0.00046034659715995 Pzz: -3.02670197621905 
lz: 86.99034738242619369 Vol: 1221031.7791606099345 PE: -398434.314561313  Pxx: 0.236811206462804 Pyy: -0.000688891105622943 Pzz: -2.93575852546534 
lz: 86.886664012482896169 Vol: 1220594.282548310468 PE: -398431.156772785  Pxx: 0.215221944292055 Pyy: -0.000318926476564918 Pzz: -2.89864958945378 
lz: 86.782980642539598648 Vol: 1220397.2287282340694 PE: -398461.010313191  Pxx: 0.199102469951367 Pyy: -0.000845839239708141 Pzz: -2.68189453672633 
lz: 86.679297272596301127 Vol: 1220231.492719410453 PE: -398487.094946835  Pxx: 0.183963743669515 Pyy: -3.99545594348165e-05 Pzz: -2.56192389070006 
lz: 86.575613902653003606 Vol: 1219481.2585694582667 PE: -398479.478585345  Pxx: 0.177359799592354 Pyy: -0.00119300263735095 Pzz: -2.57906134523351 
lz: 86.471930532709706085 Vol: 1219016.1717712648679 PE: -398481.874158477  Pxx: 0.175643433194915 Pyy: 0.000349212265023056 Pzz: -2.5907019179351 
lz: 86.368247162766408564 Vol: 1218542.8461320926435 PE: -398481.875987774  Pxx: 0.17971578287921 Pyy: -0.000430781546335854 Pzz: -2.54555311275952 
